n_shot,seed,train_size,val_size,test_size,accuracy,precision_binary,recall_binary,f1_binary,roc_auc,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,best_val_f1
16,456,32,32,20040,0.5037425149700598,0.5344011895106786,0.7212441849858615,0.6139213478784115,0.4702293163104907,0.475819969278604,0.4811464948285042,0.4597433008507342,0.4813331519810836,0.5037425149700598,0.4742532707456544,0.6285714285714286
16,789,32,32,20040,0.5484530938123753,0.5487122060470325,0.9833074888260512,0.7043679963409455,0.5319219702322608,0.5421226004854451,0.503276527270798,0.37446253264412915,0.5427427599709319,0.5484530938123753,0.40551052189224274,0.6956521739130435
16,1024,32,32,20040,0.5875748502994012,0.6419402356902357,0.5565082550396789,0.5961792153222261,0.623183596781028,0.5902373919529387,0.5908023262639179,0.5873875223095605,0.5951032384244228,0.5875748502994012,0.58821492415696,0.5625
16,2048,32,32,20040,0.5469061876247505,0.5469927626653357,0.9996351363677826,0.7070778759919994,0.4513944271431449,0.3734963813326678,0.4998726524628381,0.35364904590174734,0.38982443398702976,0.5469061876247505,0.3869108609491633,0.6666666666666666
16,3072,32,32,20040,0.48363273453093814,0.5388895915012014,0.3886709842196479,0.4516163222045575,0.501229811923289,0.4932558894619664,0.4934982110698327,0.4818666240914348,0.4975505582267367,0.48363273453093814,0.4790197144427995,0.4444444444444444
16,4096,32,32,20040,0.5455089820359281,0.554274679618468,0.8639970810909423,0.6753172679309853,0.5311523931624507,0.5245111114120805,0.5124215878077825,0.4590420726086586,0.5273122136893883,0.5455089820359281,0.47939611544188754,0.6808510638297872
16,5120,32,32,20040,0.5184630738522954,0.5502487562189055,0.6557511630028277,0.5983852172465457,0.5133438161116235,0.5045867437008505,0.504200358410084,0.49860701181290656,0.5088840768150747,0.5184630738522954,0.5079973159769706,0.6111111111111112
16,6144,32,32,20040,0.5473053892215569,0.5881092162892554,0.5756635957310955,0.5818198580252605,0.5578282628848299,0.5441888867996927,0.5443592849207421,0.5442004761680745,0.5483223070300977,0.5473053892215569,0.5477409030234964,0.6285714285714286
100,42,200,200,19704,0.644183922046285,0.7000422922393741,0.6133395090319592,0.6538290623611317,0.7036785352343657,0.646331901536435,0.6474487420566688,0.643907483412359,0.65147287782885,0.644183922046285,0.6448571432731683,0.7448979591836735
100,123,200,200,19704,0.5477568006496143,0.5478366849482024,0.9993515516442798,0.7077114835831666,0.4735364225933037,0.48225167580743455,0.49995639093045735,0.35441621707462334,0.48852925027147676,0.5477568006496143,0.38823244081777764,0.6666666666666666
100,456,200,200,19704,0.5737413723101908,0.5659836968495263,0.9519221861973136,0.7098891230009327,0.6490432545508908,0.6153561895100345,0.5337116823903842,0.4533475451477839,0.610630422094397,0.5737413723101908,0.47790283421756863,0.6879432624113475
100,789,200,200,19704,0.6356069833536337,0.654421187526698,0.7095877721167207,0.6808888888888889,0.6997000862667253,0.6312485985139429,0.6277762634295581,0.6281189180663985,0.6334666000810387,0.6356069833536337,0.6331698805598626,0.6820276497695853
100,1024,200,200,19704,0.6515428339423467,0.674886495148224,0.7022695692450208,0.688305792627565,0.7185614455585114,0.6477371916184986,0.6461735095074582,0.6466270044840932,0.6503358308012566,0.6515428339423467,0.6506163566175985,0.6877828054298643
100,2048,200,200,19704,0.6219041818920016,0.6136440850716858,0.8365910143584993,0.707980558168705,0.688657222783337,0.6299622069633544,0.5991800060006662,0.5859275272133104,0.628400291723419,0.6219041818920016,0.5976100290597313,0.717948717948718
100,3072,200,200,19704,0.5697320341047503,0.5686844133515148,0.8885595182955072,0.6935145687224351,0.6011051322228755,0.5723224675146718,0.5359847765458903,0.48586847114820886,0.5719742453185839,0.5697320341047503,0.5057436508084296,0.6591760299625468
100,4096,200,200,19704,0.5606475842468535,0.5642196323441067,0.870032422417786,0.6845231587770125,0.5707158755261565,0.5527115166298688,0.5278998120619629,0.480558562759443,0.5538130344047902,0.5606475842468535,0.5000813615865408,0.6492537313432836
100,5120,200,200,19704,0.6416463662200569,0.6832548095798979,0.6448355720240853,0.6634894914931134,0.7052984239646913,0.6401772156348418,0.6413087951039722,0.640130091743843,0.6443004567117996,0.6416463662200569,0.6423659742005585,0.6536585365853659
100,6144,200,200,19704,0.6151035322777101,0.6195190947666195,0.7709124594719777,0.6869737493808816,0.6541452869321327,0.6125820637283903,0.5986114660139101,0.5936845031489388,0.6132460527934582,0.6151035322777101,0.6026138331526663,0.6695652173913044
